Date,Open,High,Low,Close,Volume
2021/08/13,18.03385124,18.04335296,16.96968398,16.98868561,12244000
2021/08/12,18.195377,18.31889755,17.60628486,17.97684288,8439900
2021/08/11,17.98634466,18.29039245,17.67279514,18.27138901,5712100
2021/08/10,17.12170977,18.18587714,17.11220804,18.10986519,6778600
2021/08/09,17.045698,17.28323559,16.67513813,17.01719284,11899100
2021/08/06,17.57777773,17.76780849,17.19771804,17.41625214,6047700
2021/08/05,16.47560619,17.45426164,16.47560619,17.15971375,9413400
2021/08/04,17.29273793,17.4732652,16.75115068,16.86516953,13805100
2021/08/03,16.94117901,17.87232583,16.94117901,17.84382248,9829400
2021/08/02,17.87232227,18.36640074,17.35924218,17.3687439,6985200
2021/07/30,18.01484784,18.01484784,17.46376076,17.81531715,6003400
2021/07/29,18.50892592,18.55643452,18.09086113,18.1288662,6301700
2021/07/28,17.8153197,18.30939833,17.53977522,18.09086418,4937100
2021/07/27,17.72030218,17.86282436,17.42575611,17.63478851,8188000
2021/07/26,17.32123713,18.03384976,17.31173541,17.90082932,8706200
2021/07/23,17.40675175,17.5302723,16.84616298,17.30223465,6257400
2021/07/22,17.4447595,17.52077144,16.93167748,17.34024239,9160700
2021/07/21,16.79865713,17.65379201,16.79865713,17.50176811,8640300
2021/07/20,16.08211957,16.75576498,15.96826306,16.66088486,9180700
2021/07/19,16.1390456,16.69883627,16.06314188,16.32880402,10839700
2021/07/16,17.74251696,17.78046792,16.95501497,17.05938148,8576100
2021/07/15,17.65712105,18.06510424,17.36299254,17.52428818,9197400
2021/07/14,19.39342159,19.52625266,17.82790606,18.06510544,9543600
2021/07/13,19.33649178,19.45034827,18.98543773,19.13724518,3838700
2021/07/12,19.08031551,19.55471419,18.84311617,19.36495399,3879000
2021/07/09,19.36495624,19.64959475,19.00441399,19.51676369,4254800
2021/07/08,18.85260805,19.27956586,18.53950493,19.00441551,6100800
2021/07/07,19.62113524,19.86782284,18.53950653,19.02339172,5890500
2021/07/06,20.57941702,20.57941702,19.45983575,19.48830032,5740200
2021/07/02,20.61736933,20.63634572,20.3327308,20.37068176,4069100
2021/07/01,21.26255232,21.45231255,20.58890695,20.79764175,7975700
2021/06/30,20.15245909,20.67429882,20.13348271,20.52248955,4971400
2021/06/29,20.19040633,20.48453297,19.88678969,19.95320702,4590400
2021/06/28,20.92097885,20.9589316,19.84883874,19.95320702,6877300
2021/06/25,21.06330681,21.29101801,20.69327453,21.06330681,8230900
2021/06/24,20.83559319,21.1581845,20.43709996,21.12023354,6218800
2021/06/23,21.23408987,21.52821844,20.75969106,20.77866745,5931200
2021/06/22,20.92098533,21.01586545,20.61737041,20.82610703,5414600
2021/06/21,20.15246053,21.07279354,19.89628475,21.02535439,7390100
2021/06/18,19.70652311,20.28528832,19.43137099,19.59266663,8158800
2021/06/17,21.2720396,21.52821535,19.56420486,20.04808998,10517000
2021/06/16,21.60411643,21.76541205,21.15818051,21.41435623,7208300
2021/06/15,21.42384641,21.87926875,21.31947811,21.68951035,6587700
2021/06/14,21.67053442,22.01210209,21.12023196,21.27203941,6000500
2021/06/11,21.62309604,21.90773457,21.37640847,21.47128677,5809100
2021/06/10,22.08800518,22.34417911,21.25306241,21.51872635,7006500
2021/06/09,22.06902914,22.37264404,21.62309498,21.67053413,5764000
2021/06/08,22.25878647,22.25878647,21.56616479,21.95517159,8693000
2021/06/07,22.55291998,23.05578157,22.10698394,22.22084045,7719700
2021/06/04,22.42957528,22.62882372,21.94568827,22.22084045,6710600
2021/06/03,22.10697981,22.31571641,21.78438853,22.06902885,6018200
2021/06/02,22.02158917,22.63830899,21.58514319,22.3157177,9445700
2021/06/01,20.81662015,21.87927246,20.61737171,21.87927246,11977000
2021/05/28,19.92474941,19.97218856,19.56420712,19.73498917,4630000
2021/05/27,19.45983385,19.88679157,19.4123929,19.76344872,6133700
2021/05/26,18.96646301,19.45983817,18.80516735,19.4313736,5602000
2021/05/25,19.7065254,19.87730925,18.85260798,18.91902351,7527400
2021/05/24,20.09553246,20.17143619,19.58318091,19.81089211,6505000
2021/05/21,19.9911631,20.0955314,19.67805999,19.82037926,6632800
2021/05/20,19.72549775,19.75396051,19.21314631,19.57368851,4197300
2021/05/19,19.7255007,20.11450753,19.33649207,19.75396347,6693300
2021/05/18,21.11074641,21.26255388,20.44658737,20.56044388,6683700
2021/05/17,20.26631704,21.06330716,20.16194873,21.02535439,8490700
2021/05/14,19.68755012,20.60788314,19.68755012,20.45607567,5557300
2021/05/13,19.59266813,20.13348241,18.92851096,19.35546875,6930200
2021/05/12,20.30426574,21.10125576,19.97218625,20.04808998,7241600
2021/05/11,20.04809,20.43709863,19.61164403,19.96269989,7088100
2021/05/10,20.8735467,21.32896911,20.70276285,20.76917839,7194900
2021/05/07,19.76345636,20.5414702,19.48830597,20.48454285,8196700
2021/05/06,19.92474802,20.40863498,19.2985418,20.33273125,9020000
2021/05/05,19.39342256,20.38965927,19.25110329,19.8962841,7554500
2021/05/04,19.57369594,19.79192078,18.84312308,19.14673805,9097600
2021/05/03,19.25110164,19.49778739,18.97594951,19.41239548,5872100
2021/04/30,19.28905335,19.6590838,18.72926267,18.97595024,8839500
2021/04/29,19.80140585,20.16194812,19.2795661,19.6211338,6427700
2021/04/28,18.28332664,19.60215447,18.2263975,19.44085884,8665600
2021/04/27,17.83739347,18.16947298,17.66661143,18.05561829,6841300
2021/04/26,17.20169706,17.88483239,17.14476972,17.69507217,8056800
2021/04/23,16.63241806,17.27759873,16.50907339,17.24913597,5749100
2021/04/22,16.30982941,16.81269093,16.09160461,16.70832443,8087000
2021/04/21,15.56976833,16.41419761,15.43693725,16.26239014,5866400
2021/04/20,17.00586764,17.09113397,15.87845868,16.10583496,10523100
2021/04/19,16.95850177,17.42272871,16.8448145,17.11956024,4804200
2021/04/16,17.23324617,17.30903827,16.6648045,16.86375809,6245100
2021/04/15,17.19535236,17.2048266,16.80691754,17.11956024,4932100
2021/04/14,16.62690935,17.69747495,16.57006572,17.18587685,8779600
2021/04/13,16.3426901,16.66480704,16.26689799,16.37111282,5616600
2021/04/12,16.57953815,16.87323232,16.20057764,16.34268761,5602600
2021/04/09,16.63637939,16.75006843,16.23847046,16.3521595,6211300
2021/04/08,16.92060332,16.92060332,16.31426471,16.62690735,6176200
2021/04/07,16.98692488,17.23324971,16.79744368,17.07219124,6274000
2021/04/06,16.81638988,17.4132525,16.78796716,16.92060471,6903600
2021/04/05,17.82063692,17.82063692,16.4563789,16.61743736,9746400
2021/04/01,17.29009211,17.92485173,16.9963979,17.85853386,10303900
2021/03/31,16.75007206,17.11955836,16.64585724,16.95849991,5195400
2021/03/30,16.65532896,17.03428944,16.20057638,16.89217949,6172500
2021/03/29,17.47957334,17.59326061,16.72165041,17.01534462,7505500
2021/03/26,17.90590025,18.01011506,17.05323868,17.80168724,9273300
2021/03/25,16.99639802,17.45115069,16.5321711,17.37535858,8270300
2021/03/24,17.7543159,18.21854273,17.56483656,17.6027317,7241800
2021/03/23,17.26166887,17.97222058,16.95850043,17.30904007,7285900
2021/03/22,18.36065547,18.40802667,17.78274131,17.86800766,6599900
2021/03/19,18.1806528,18.8438334,17.83958735,18.45539856,13697100
2021/03/18,19.58280527,19.64912314,18.11433245,18.22801971,9486700
2021/03/17,19.43121847,19.99966012,19.02383525,19.88597107,8201300
2021/03/16,19.89544852,20.30283181,19.62070099,19.65859795,7563200
2021/03/15,20.17019712,20.41652014,19.79123473,20.39757347,6558100
2021/03/12,20.93759069,20.97548584,19.87649935,20.11334991,7688300
2021/03/11,20.94706376,21.0323301,20.52073203,20.73863411,7357100
2021/03/10,20.60599672,20.71021153,19.9712372,20.49230766,9020800
2021/03/09,21.61024398,21.79972514,20.43546545,20.46388817,9781400
2021/03/08,22.35869438,22.59554496,21.30707727,21.95131111,8328800
2021/03/05,20.93758933,22.0744709,19.91439501,22.02710152,13114600
2021/03/04,19.3080556,20.44493894,18.92909509,19.87649727,13253200
2021/03/03,18.70172494,19.50701741,18.68277645,18.86278343,7557200
2021/03/02,18.1901243,19.30805746,18.1427531,18.47434425,7414900
2021/03/01,19.02383659,19.27016139,18.40802551,18.49329185,10287300
2021/02/26,18.81540878,19.05225934,17.65010267,18.69224548,9259600
2021/02/25,20.36914896,20.73863527,18.94804555,19.07120705,11286600
2021/02/24,18.72066728,19.84807638,18.42697311,19.71543884,10985000
2021/02/23,18.24696623,18.80593366,16.70269966,18.71119308,10431400
2021/02/22,17.38483004,18.56908274,17.25219251,18.07643318,9793800
2021/02/19,16.71217732,17.32799031,16.52269793,17.07219124,7340000
2021/02/18,17.48904739,17.55536708,16.67428256,16.70270348,7963400
2021/02/17,17.84905922,18.05748707,17.27114324,17.70694923,9434100
2021/02/16,17.22377121,18.03853763,16.99639491,17.6027317,12008700
2021/02/12,15.83109241,16.61743809,15.67003574,16.56059265,6788400
2021/02/11,16.46584979,16.63638248,15.56581877,16.08688927,7671400
2021/02/10,16.49427468,17.04376797,16.28584682,16.68375587,8233600
2021/02/09,16.72165097,16.72165097,16.19110616,16.32374191,7619900
2021/02/08,15.68897974,16.96797306,15.63213612,16.9016552,10826300
2021/02/05,15.74582656,15.96372865,15.2437027,15.3668642,7742700
2021/02/04,15.6795033,15.74582296,14.92158237,15.46160126,9448100
2021/02/03,15.02579799,15.83108928,14.88368802,15.56581783,9494000
2021/02/02,14.96895731,15.54687242,14.72263248,14.74158096,12371600
2021/02/01,14.04050049,14.56157189,13.80364994,14.32472134,10580300
2021/01/29,14.04050114,14.62789043,13.2920534,13.52890396,11384700
2021/01/28,14.2110346,14.5994694,13.86049585,14.15419006,8292700
2021/01/27,14.22998223,15.13948752,13.78470292,13.83207321,12474800
2021/01/26,15.31949436,15.73635185,14.48578028,14.49525452,8334100
2021/01/25,15.32896727,15.32896727,14.5047275,14.90263557,9155500
2021/01/22,15.25317641,15.57529331,14.91211102,15.51844788,8273800
2021/01/21,16.38058332,16.5795369,15.28159522,15.76477051,10325200
2021/01/20,17.02883481,17.21804481,16.25307707,16.52742958,7111800
2021/01/19,17.04776108,17.13290542,16.62203936,16.85855103,7088100
2021/01/15,17.05722001,17.05722001,16.19631779,16.33822441,8919000
2021/01/14,17.38833508,18.27761935,17.2748105,17.35995483,11194900
2021/01/13,17.50186154,17.53024359,16.73556432,16.83962822,7303300
2021/01/12,16.14901229,17.54916057,15.997645,17.53024101,11540300
2021/01/11,15.08944294,15.84628039,14.93807563,15.76113605,6484000
2021/01/08,16.42336746,16.50851178,15.42055689,15.68545055,7760600
2021/01/07,16.08278963,16.55581285,15.82735666,16.18685532,8578200
2021/01/06,15.51516129,16.15847316,14.84346828,15.93142223,13579100
2021/01/05,14.05824885,15.82735546,14.05824885,15.30703068,15103100
2021/01/04,13.85958002,14.14339413,13.60414795,13.97310638,9609900
2020/12/31,13.62306918,13.74605533,13.30141413,13.42439938,7479600
2020/12/30,13.37709709,13.97310646,13.36763641,13.78389645,5937100
2020/12/29,13.52846413,13.71767324,13.21626888,13.38655663,6205100
2020/12/28,13.73659507,14.02040829,13.38655709,13.44332027,5494400
2020/12/24,13.99202654,14.00148723,13.49062219,13.65145016,3763200
2020/12/23,13.55684517,14.35152431,13.53792471,13.98256588,8416100
2020/12/22,14.03932895,14.07717077,13.32033346,13.35817528,7002600
2020/12/21,13.48116084,14.37044403,13.43385834,14.04878902,7723300
2020/12/18,14.85292958,15.07052074,14.37044566,14.50289249,11712800
2020/12/17,15.09890115,15.26918889,14.72048294,14.90023136,7233300
2020/12/16,15.08944117,15.3732553,14.70156226,14.94753456,7005300
2020/12/15,14.66372202,15.22188965,14.24746192,15.03268051,8743100
2020/12/14,15.78005721,15.90304247,14.44613168,14.4839735,10583400
2020/12/11,15.43001692,15.66652853,14.90023142,15.23134804,8903500
2020/12/10,14.16231696,15.95034525,14.10555377,15.60976791,16598200
2020/12/09,14.25692017,14.59749748,13.80281829,14.20961857,12417100
2020/12/08,13.60414817,14.43666916,13.53792521,13.96364594,10115700
2020/12/07,14.04879201,14.22854047,13.61361055,13.82174015,9998000
2020/12/04,13.28249245,14.40828736,13.26357199,14.36098576,13982300
2020/12/03,12.52565589,13.20680965,12.2702238,12.99867916,8372200
2020/12/02,11.66475296,12.82839059,11.54176681,12.40266895,10107400
2020/12/01,12.6770234,12.80000956,11.69313503,11.70259571,12469800
2020/11/30,12.93245606,13.01760039,12.1566982,12.19454002,11868700
2020/11/27,13.36763705,13.61360935,13.01759995,13.16896725,5393500
2020/11/25,13.05544071,13.6325287,12.91353321,13.35817528,10783000
2020/11/24,12.82838891,13.5757655,12.66756096,13.28249073,18789100
2020/11/23,11.04036278,12.19453977,11.01198164,12.16615772,13446900
2020/11/20,10.75654811,10.87953426,10.55787832,10.82277107,7961900
2020/11/19,10.40651228,10.79439123,10.30244748,10.73762894,10344100
2020/11/18,10.98359931,11.25795275,10.43489242,10.4443531,12374900
2020/11/17,10.1794601,10.84169243,10.14161827,10.82277107,11773000
2020/11/16,10.40651077,10.55787806,10.13215734,10.5389576,11238900
2020/11/13,9.328017459,9.819962035,9.271255179,9.763198853,9903000
2020/11/12,9.205031187,9.659133936,9.129347546,9.176650047,13376800
2020/11/11,9.715899685,9.819964494,9.176652472,9.413164139,12631400
2020/11/10,9.488844894,9.64967285,9.053663525,9.451003075,18289500
2020/11/09,9.205031884,9.952409475,9.072585954,9.223953247,26861600
2020/11/06,8.391434235,8.599564764,8.041397059,8.079238892,12204500
2020/11/05,8.694167809,9.072586989,8.467116843,8.486038208,15996500
2020/11/04,8.2779072,8.798232976,7.975172597,8.504958153,19236900
2020/11/03,8.609023519,8.713088309,8.164381411,8.258985519,10428700
2020/11/02,7.956249972,8.476575665,7.549450188,8.410352707,12978600
2020/10/30,7.767041401,7.852185726,7.530529788,7.852185726,11474600
2020/10/29,7.256177052,7.776502831,7.04804656,7.748120785,12689700
2020/10/28,7.530530319,7.710278761,7.284558008,7.369702339,13792200
2020/10/27,8.098158734,8.13600056,7.87110688,7.899488926,8028300
2020/10/26,8.5806429,8.61848473,7.899489956,8.09815979,13881300
2020/10/23,9.025283484,9.119888494,8.637404567,8.77931118,8697000
2020/10/22,8.609023323,8.968520191,8.533339676,8.930678368,26479100
2020/10/21,8.902298962,8.987443306,8.590103635,8.609025002,11784100
2020/10/20,8.699856256,9.30375024,8.662112882,9.067853928,13204900
2020/10/19,8.916880144,9.039546331,8.511139112,8.548882484,10772200
2020/10/16,9.096164858,9.25657447,8.813089018,8.841396332,10037800
2020/10/15,8.586626407,9.228263785,8.454524144,9.209392548,16482600
2020/10/14,8.75647221,9.388674497,8.671549381,8.680985451,16379900
2020/10/13,8.718727608,8.775343119,8.445087918,8.624369621,10119600
2020/10/12,9.020675874,9.05841925,8.605497838,8.784779549,12271900
2020/10/09,9.6906223,9.832159747,9.067855192,9.124470711,12229500
2020/10/08,9.181086128,9.577392095,8.973497974,9.567956924,10723600
2020/10/07,9.13390724,9.13390724,8.841395361,9.030112267,8830300
2020/10/06,9.46416239,9.690623595,8.803652714,8.888575554,13368000
2020/10/05,9.40754685,9.558520373,9.077291595,9.284880638,11057000
2020/10/02,8.331859567,9.341495724,8.256372801,9.190522194,15061700
2020/10/01,8.850830232,8.973496429,8.501703778,8.784779549,15803500
2020/09/30,9.086728309,9.237701843,8.860268009,8.935754776,12557500
2020/09/29,9.586828186,9.596264257,8.898011228,9.001805305,13291600
2020/09/28,9.577390349,10.04918299,9.530211804,9.690621376,15469900
